content,sentiment
played parts voodoo village coop lost usual partner,sadness
thanks gonna tweetyou man figuratively speaking,love
thats cool think dels going korea time fun,happiness
wishes happy mothers day mothers especially,neutral
just got pool need ice knee,worry
gotta wait till wednesday new guitar delivered,worry
aww twiter miss today ill post little mea movie theaterahah soo coold,love
hand im going localgovcamp,neutral
durham greensboro cookouts closed hmmmm,worry
watching 1000 places die,neutral
thanks follow love life adorable,love
big fan danny dyer say movie looks awesome,love
ahhh ikr hes cuteset thing plus reminds twilight good cause looooooove,love
good morning baby yes slept like rock refreshed amp ready hugs amp doesnt let miss u,relief
throat infection coming strong think taste blood s,worry
follow jason castro hes following youi mean want tojust letting know,neutral
awh day tour ill miss hangin w children 183 soooolets make awesome nite ok,sadness
saw hannah montana movie today best awesomeeeeee hannah miley rocks lol,happiness
head hurts air freshner horriblel scent im super grossed,hate
spring awakeningcannot wait start time im boo sad times,sadness
man aint vs presence minutei feel like lil kid momma,worry
honestly hope theatre gets hit meteor,hate
joke puppy maddie looks exactly like maui shes cute,love
cameras doucheeee stopped working,neutral
quickest way seat london bus currently pretend sneeze loudly 34 times,neutral
bacon fail ended commiseration muffin,neutral
scratching ma head toooo,worry
good mornin today end early woo gonna work ricks surprise project tuesday,happiness
believe,worry
haha thats awesome good job,happiness
test theory right arm strum got feelin ill humming new tunes,fun
feels way cherryflavored items shannt does grapes strange true,surprise
ooooo playing booksmovie trailer whn im writing course amp looks gooooooooood need release date,fun
watching miss cytheria,happiness
im hungry time dont feel like eating normaland throats sore im sick,neutral
poor baby think allergies amything bc hes way sence monday,worry
really wanted job,sadness
looking accessories livescribe smartpen sources germany,neutral
mothers day good,worry
darn thought meant white sox,surprise
realllllllllly just said didnt,surprise
fuck im thinking shows im going miss im broke,sadness
im saddo haha actually makes really happy warrens dead,relief
welcome years flyers fans,neutral
ohmygosh know make night sure lol goodnight,love
drat land boots died think boots like parsley going seed season,sadness
webcams hoepfner burgfest karlsruhe automatic reload fail,neutral
work reachable mobile,worry
peeps blackberry messenger kwijt pinging p,neutral
gah macbook pro getting frickin hot just sitting table doing,worry
fantastic love things krautrock,love
sweden great hot sunshine walking looking red writing,happiness
lol thought pretty funny,love
damn reals wtf,hate
dont look fabric unless need polar fleece worth extra needle thread,hate
woulda believed years later id female engineer making tracks,surprise
happened,worry
business coursework today wont,neutral
ok just noticed theatres dont know showing vancouver,neutral
want iphone lt33333,neutral
dear macpro im just trying awake,neutral
yeaup gonna tell ya,fun
trying,neutral
morning closed eurjpy 13225 13200 place stop 13055 13155 13225 executed asleep,neutral
oh gaha course wasnt offended id love play day,love
happy mommys day,love
sick wifes bday double,worry
im feeling great,happiness
guys sat rain,neutral
cheers defo,neutral
ugh happened today really need hug,neutral
pappadeux yummy strawberry lemonade,sadness
dude sn nowadays think lost,neutral
going nfg tonight,neutral
photo session motherdaughters bonding session happy,happiness
getting anxious blink 182s new album,worry
good morning plan day church followed f1 amp lunch mum amp dads dm discussions star trek,neutral
laying bed til workkk oh life definitely pinched nerve,worry
miss 8703,worry
omg want jb hey baby song,neutral
love fact bank holiday monday stay bed,love
broke carafe went starbucks caffiene fix lights outjust sec kidding megot laugh ha,happiness
nice dinner,neutral
noncivilisation pretty,love
feel funny hmmp better amazing fucking day love know sammy rovin got text tweet lt3333,love
thinks quotnot girlfriendquot needs douchebag right im mood feel neglected,worry
guess dependsundergarments,neutral
falling asleep listening james taylor,happiness
gap year going quick,surprise
vegas dont spend ur money,surprise
miss come say bye leave,worry
haha u look best week podcast itunes 1 episode relaxed amp funnier idol,relief
following lol just dont paying attention little ol mylan,worry
missed iron chef,sadness
sun making happy shame work tonight x,sadness
dropped baby 1st day toddler room shes officially toddler growing way fast,love
hola chica hopefully ur dream ur cake looks wonderful ur mami lt3,love
got beat super larryonation,sadness
got little sun today,sadness
dont ignore,sadness
did ins wouldnt pay therapy dk,neutral
empathise luvvie dont personally understand grown mans need dress tartan search little white ball,worry
facebook bitch,sadness
good morning guys dont forget today mothers day mommy love youï½re best lt3,love
trying groove studying heeelllppppp meeeeeeee,worry
yes im 50 dvr 98 like 3 days ago lol swear didnt dvr watch tv,worry
idea good dinner happy munchin,happiness
hmmwell aint hot hull lol xx,fun
youve look old pictures cats want kitties,love
jealous im asylum right,worry
awww poor little girl bgt,worry
skypeeeeee,neutral
just got shot arm eww,worry
im jealous pouring right,hate
joeys getting new lizard fun x,fun
just woke school today free,relief
new location spam,neutral
getting ready work working weekend,neutral
miss love boy,love
whats rick,worry
alice doesnt know wear cinema lt3,surprise
true donna wish joyfull sunday siddy,love
come attention 16yo friend ive recently gained ton weight didnt know,worry
yeaahh punch haha xx,fun
good morning world,happiness
excited jackies baby shower tomorrow going relax enjoy weekend monday better come fast,love
singing songs filming movies best,worry
listening heart aka took carlys lastfm 4am need 4 hours looooong day tomorrow,worry
say quotmystery science theatre 3000quot does mean,neutral
good morning,happiness
man wire bit amazing publicity reviews suggest strongly recommended vertigo sufferers,love
wonderful trip read 4 twilight novels completely consuming engrossing kinda sad,sadness
got today,neutral
haha ill try time hes north thanks tip xxx,love
yeah silly mistake end long day brand new pliers,neutral
aww thanks jon thats thoughtfulu know make ladies feel special,relief
jamess,neutral
able create itunes acct longer redeem kris allen album note said got canceled,sadness
tom u hahahahahahhah hes bff,happiness
isnt podcasting gear got bittech,neutral
work distractions,neutral
dont time going worse girls r home summer stinks,hate
wish lived atleast relatively close ohio havent seen year,neutral
haha cos tweets smile smile smile quoted boys reply,surprise
retweet awesome kawaii anime cosplay items,love
hear ya youll work rest,relief
just sent fc link courtney,surprise
gl say hi,happiness
chillin havin drink,relief
urghhhhhhhhhh makeing,worry
stupid homework waste time,worry
time school yall 1 happy starwars day,happiness
aww feel bad lil nigga look like know whats coming,worry
driving home forgot piece cake,neutral
night newport,neutral
watching snl guess justin timberlakeomg funny hahahah,surprise
happy mothers day,love
yes really hoped gas price story guess wasnt meant,worry
needed semigay best friend shoe shopping tonight alas,worry
yup thats watch movies,happiness
cough star trek cough,hate
aw honey just relaxin thats probably best,love
invited beach short notice mean hell tell 2hrs really,hate
step 1 photoshop expert,neutral
chicago isnt ride calling,neutral
vivianns minee yummm,happiness
sing store wont work,worry
nope telling want cameo creams,neutral
,neutral
heart isnt cold im missing,worry
use garageband probably overkill,worry
happy birthday keshia keshia bo beshia,happiness
fun jï½ family happy bday beautiful aunt s2,love
lucy upset tummy sore leg,worry
just saw bird slowly die right,worry
dont know havent heard lorraine recently,neutral
thats great good jump roping,fun
monday school gosshhh ive waiting,neutral
chilly n lonley n livingroom,worry
just drivingerr speeding,neutral
